symbol;nazwa;opisObejmujeNieobejmuje;id;opis
13.10.C;Produkcja przędzy z włókien chemicznych;13.10.C Podklasa ta obejmuje: wytwarzanie przędzy z włókien chemicznych (sztucznych, syntetycznych) ciągłych dla celów dziewiarskich, tkackich itp., wytwarzanie przędzy z odcinkowych włókien sztucznych, syntetycznych jak i z udziałem innych włókien tekstylnych dla celów dziewiarskich, tkackich itp., teksturowanie, skręcanie, oplatanie, oprzędzanie, sczepianie pneumatyczne, łączenie i nitkowanie przędzy z włókien sztucznych lub syntetycznych, jak i z udziałem innych włókien tekstylnych. Podklasa ta nie obejmuje: produkcji włókien i pakuł syntetycznych lub sztucznych oraz wytwarzania pojedynczych przędz (włączając przędzę o dużej wytrzymałości i do produkcji dywanów) z włókien syntetycznych lub sztucznych, sklasyfikowanych w 20.60.Z, produkcji włókien szklanych, sklasyfikowanej w 23.14.Z.;227;Produkcja przędzy z włókien chemicznych
13.10.D;Produkcja przędzy z pozostałych włókien tekstylnych, włączając produkcję nici;13.10.D Podklasa ta obejmuje: wydobywanie włókna ze słomy lnianej lub konopnej (tzn. międlenie, a następnie trzepanie lnu lub konopi), wytwarzanie przędzy lnianej, konopnej jak i przędzy z udziałem innych włókien tekstylnych, dla celów dziewiarskich, tkackich itp., przygotowywanie i przędzenie pozostałych włókien tekstylnych, takich jak juta i pozostałe włókna, rozwijanie, płukanie i skręcanie jedwabiu, zgrzeblenie i czesanie odpadów z jedwabiu, wytwarzanie przędzy z jedwabiu oraz z udziałem innych włókien tekstylnych, dla celów dziewiarskich, tkackich itp., produkcję nici do szycia z różnych surowców i ich mieszanek, produkcję przędzy papierowej, produkcję przędzy z włókien szklanych. Podklasa ta nie obejmuje: czynności związanych z przygotowaniem włókien, wykonywanych w ramach działalności rolniczej, sklasyfikowanych w odpowiednich podklasach działu 01, roszenia roślin włóknistych (juta, len, kokos itp.), sklasyfikowanego w 01.16.Z, produkcji włókien i pakuł syntetycznych lub sztucznych oraz wytwarzania pojedynczych przędz (włączając przędzę o dużej wytrzymałości i do produkcji dywanów), z włókien syntetycznych lub sztucznych, sklasyfikowanych w 20.60.Z, produkcji włókien szklanych, sklasyfikowanej w 23.14.Z.;228;Produkcja przędzy z pozostałych włókien tekstylnych, włączając produkcję nici
13.20;Produkcja tkanin;;230;Produkcja tkanin
13.20.A;Produkcja tkanin bawełnianych;13.20.A Podklasa ta obejmuje: produkcję tkanin bawełnianych, zarówno w całości z bawełny, jak i z udziałem innych włókien tekstylnych, produkcję tkanin z kordonku, tkanin niestrzyżonych na ręczniki, gazy itp., produkcję tkanin z długim włosem przeznaczonych do produkcji imitacji skór futerkowych. Podklasa ta nie obejmuje: produkcji dzianin metrażowych, sklasyfikowanej w 13.91.Z, produkcji tekstylnych pokryć podłogowych, sklasyfikowanej w 13.93.Z, produkcji taśm, sklasyfikowanej w 13.96.Z, produkcji materiałów nietkanych i filców, sklasyfikowanej w 13.99.Z.;231;Produkcja tkanin bawełnianych
13.20.B;Produkcja tkanin wełnianych;13.20.B Podklasa ta obejmuje: produkcję tkanin wełnianych (zgrzebnych, czesankowych), zarówno w całości z wełny, jak i z udziałem innych włókien tekstylnych. Podklasa ta nie obejmuje: produkcji dzianin metrażowych, sklasyfikowanej w 13.91.Z, produkcji tekstylnych pokryć podłogowych, sklasyfikowanej w 13.93.Z, produkcji taśm, sklasyfikowanej w 13.96.Z, produkcji materiałów nietkanych i filców, sklasyfikowanej w 13.99.Z.;232;Produkcja tkanin wełnianych
13.20.C;Produkcja tkanin z włókien chemicznych;13.20.C Podklasa ta obejmuje: produkcję tkanin z włókien sztucznych i/lub syntetycznych oraz z udziałem innych włókien tekstylnych. Podklasa ta nie obejmuje: produkcji dzianin metrażowych, sklasyfikowanej w 13.91.Z, produkcji tekstylnych pokryć podłogowych, sklasyfikowanej w 13.93.Z, produkcji taśm, sklasyfikowanej w 13.96.Z, produkcji materiałów nietkanych i filców, sklasyfikowanej w 13.99.Z.;233;Produkcja tkanin z włókien chemicznych
13.20.D;Produkcja pozostałych tkanin;13.20.D Podklasa ta obejmuje: produkcję tkanin lnianych, konopnych, zarówno w całości z lnu, konopi jak i z udziałem innych włókien tekstylnych, produkcję tkanin z juty i pozostałych włókien łykowych oraz tkanin specjalnych, produkcję tkanin zarówno z jedwabiu, jak i z udziałem innych włókien tekstylnych, produkcję tkanin polipropylenowych, produkcję tkanin z włókien szklanych, produkcję tkanin z pozostałych włókien tekstylnych. Podklasa ta nie obejmuje: produkcji dzianin metrażowych, sklasyfikowanej w 13.91.Z, produkcji tekstylnych pokryć podłogowych, sklasyfikowanej w 13.93.Z, produkcji taśm, sklasyfikowanej w 13.96.Z, produkcji materiałów nietkanych i filców, sklasyfikowanej w 13.99.Z.;234;Produkcja pozostałych tkanin
13.30;Wykończanie wyrobów włókienniczych;;236;Wykończanie wyrobów włókienniczych
13.30.Z;Wykończanie wyrobów włókienniczych;13.30.Z Podklasa ta obejmuje wykończanie wyrobów tekstylnych i odzieży, np. bielenie, barwienie, apreturowanie i podobne czynności. Podklasa ta obejmuje: bielenie, barwienie włókien, przędzy, tkanin, pozostałych wyrobów tekstylnych i odzieży, apreturowanie, klejenie, suszenie, parowanie, dekatyzowanie, reperowanie sanforyzowanie, merceryzowanie wyrobów tekstylnych i odzieży, plisowanie wyrobów tekstylnych i podobne czynności, impregnowanie, powlekanie, laminowanie odzieży, sitodruk wykonywany na wyrobach tekstylnych i odzieży. Podklasa ta nie obejmuje: produkcji tkanin impregnowanych, powlekanych lub laminowanych gumą, gdy guma stanowi podstawowy składnik, sklasyfikowanej w 22.19.Z. Uwaga: Przez wyroby włókiennicze rozumiemy wyroby tekstylne i odzież.;237;Wykończanie wyrobów włókienniczych
13.91;Produkcja dzianin metrażowych;;239;Produkcja dzianin metrażowych
13.91.Z;Produkcja dzianin metrażowych;13.91.Z Podklasa ta obejmuje: produkcję dzianin metrażowych, takich jak: dzianiny z włosem i aksamitne, siatki i zasłony okienne dziane na maszynach typu Raschel lub podobnych, pozostałe dzianiny metrażowe, produkcję dzianin z długim włosem przeznaczonych do produkcji imitacji skór futerkowych. Podklasa ta nie obejmuje: produkcji materiałów ażurowych i firan okiennych typu koronkowego, produkowanych na maszynach typu Raschel lub podobnych, sklasyfikowanej w 13.99.Z, produkcji odzieży dzianej, sklasyfikowanej w 14.39.Z.;240;Produkcja dzianin metrażowych
13.92;Produkcja gotowych wyrobów tekstylnych;;241;Produkcja gotowych wyrobów tekstylnych
13.92.Z;Produkcja gotowych wyrobów tekstylnych;13.92.Z Podklasa ta obejmuje: produkcję gotowych wyrobów tekstylnych (włączając dziane), takich jak: koce, włączając pledy podróżne, bielizna pościelowa, stołowa, toaletowa, kuchenna, kołdry, narzuty pikowane, jaśki, pufy, poduszki, śpiwory itp., produkcję gotowych wyrobów wyposażeniowych, takich jak: zasłony, baldachimy, rolety, narzuty inne niż pikowane, kapy, pokrowce na meble lub maszyny i urządzenia itp., plandeki, namioty, wyposażenie kempingowe, żagle, markizy przeciwsłoneczne, zewnętrzne pokrowce na samochody, maszyny lub meble itp., flagi, sztandary, chorągwie itp., ścierki do kurzu, zmywaki i podobne artykuły, ratunkowe wyroby tekstylne, spadochrony itp., produkcję tekstylnych części koców elektrycznych, produkcję ręcznie tkanych kilimów, gobelinów itp. Podklasa ta nie obejmuje: produkcji wyrobów tekstylnych do zastosowań technicznych, sklasyfikowanej w 13.96.Z.;242;Produkcja gotowych wyrobów tekstylnych
13.93;Produkcja dywanów i chodników;;243;Produkcja dywanów i chodników
13.93.Z;Produkcja dywanów i chodników;13.93.Z Podklasa ta obejmuje: produkcję tekstylnych pokryć podłogowych, takich jak: dywany, chodniki, maty, płyty dywanowe z materiałów tekstylnych, produkcję filcowych pokryć podłogowych wykonywanych na krosnach igłowych. Podklasa ta nie obejmuje: produkcji dywaników, wycieraczek i mat podłogowych z materiałów roślinnych, sklasyfikowanej w 16.29.Z, produkcji pokryć podłogowych z korka, sklasyfikowanej w 16.29.Z, produkcji sprężystych pokryć podłogowych, takich jak: płytki winylowe, linoleum itp., sklasyfikowanej w 22.23.Z.;244;Produkcja dywanów i chodników
13.94;Produkcja wyrobów powroźniczych, lin, szpagatów i wyrobów sieciowych;;245;Produkcja wyrobów powroźniczych, lin, szpagatów i wyrobów sieciowych
13.94.Z;Produkcja wyrobów powroźniczych, lin, szpagatów i wyrobów sieciowych;13.94.Z Podklasa ta obejmuje: produkcję szpagatów, wyrobów powroźniczych, lin i sznurów z włókien, taśm tekstylnych i podobnych materiałów impregnowanych lub nieimpregnowanych, pokrywanych lub oplatanych gumą lub tworzywem sztucznym, produkcję wiązanych sieci ze szpagatów, powrozów lub lin, produkcję wyrobów z lin i sieci: sieci rybackich, odbijaczy dla statków, wyładunkowych odbojników i amortyzatorów, zawiesi, lin i sznurów zaopatrzonych w metalowe pierścienie itp. Podklasa ta nie obejmuje: produkcji siatek na włosy, sklasyfikowanej w 14.19.Z, produkcji lin drucianych, sklasyfikowanej w 25.93.Z, produkcji siatek dla wędkarstwa sportowego, sklasyfikowanej w 32.30.Z.;246;Produkcja wyrobów powroźniczych, lin, szpagatów i wyrobów sieciowych
13.95;Produkcja włóknin i wyrobów wykoych z włóknin, z wyłączeniem odzieży;;247;Produkcja włóknin i wyrobów wykoych z włóknin, z wyłączeniem odzieży
13.95.Z;Produkcja włóknin i wyrobów wykoych z włóknin, z wyłączeniem odzieży;13.95.Z Podklasa ta obejmuje: produkcję włóknin i wyrobów wykoych z włóknin, gdzie indziej niesklasyfikowaną w odpowiednich podklasach działów 13 lub 14, obejmującą wiele czynności, procesów i odnoszącą się do wielu różnorodnych wyrobów.;248;Produkcja włóknin i wyrobów wykoych z włóknin, z wyłączeniem odzieży
13.96;Produkcja pozostałych technicznych i przemysłowych wyrobów tekstylnych;;249;Produkcja pozostałych technicznych i przemysłowych wyrobów tekstylnych
13.96.Z;Produkcja pozostałych technicznych i przemysłowych wyrobów tekstylnych;13.96.Z Podklasa ta obejmuje: produkcję taśm, włączając taśmy złożone z osnowy bez wątku, wykoe przy użyciu środków klejących, produkcję wyrobów tekstylnych impregnowanych, powlekanych, pokrywanych lub laminowanych tworzywem sztucznym, produkcję przędzy metalizowanej lub plecionej z drutem, nici gumowanych i lin pokrytych tkaniną, przędzy lub taśm pokrytych, impregnowanych, powlekanych lub oplecionych gumą lub tworzywem sztucznym, produkcję tkanin kordowych, oponowych o wysokiej wytrzymałości sztucznej przędzy, produkcję koszulek izolacyjnych do kabli, przewodów rurowych, pasów napędowych, taśm przenośnikowych (wzmacnianych lub nie, metalem lub innym materiałem), gazy młynarskiej, tkanin filtracyjnych, produkcję tekstylnych dodatków samochodowych. Podklasa ta nie obejmuje: produkcji pasów napędowych lub taśm przenośnikowych z tkaniny, przędzy lub kordu, impregnowanych, powlekanych, pokrywanych lub laminowanych kauczukiem, gdzie kauczuk stanowi podstawowy składnik, sklasyfikowanej w 22.19.Z, produkcji płyt lub arkuszy z gumy porowatej lub tworzyw sztucznych w połączeniu z wyrobami tekstylnymi, tylko w celu ich wzmocnienia, sklasyfikowanej w 22.19.Z, 22.21.Z, produkcji tkanin z wplecionym drutem metalowym, sklasyfikowanej w 25.93.Z.;250;Produkcja pozostałych technicznych i przemysłowych wyrobów tekstylnych
13.99;Produkcja pozostałych wyrobów tekstylnych, gdzie indziej niesklasyfikowana;;251;Produkcja pozostałych wyrobów tekstylnych, gdzie indziej niesklasyfikowana
13.99.Z;Produkcja pozostałych wyrobów tekstylnych, gdzie indziej niesklasyfikowana;13.99.Z Podklasa ta obejmuje: produkcję metek, emblematów, naszywek itp., produkcję ozdób: wstążek, tasiemek, pomponów itp., produkcję filcu, produkcję tiulów i innych wyrobów ażurowych wykończonych koronką lub innymi motywami ozdobnymi haftowanymi lub wyszywanymi, produkcję pozostałych wyrobów tekstylnych oraz wyrobów impregnowanych i powlekanych: kalki technicznej, płótna zagruntowanego malarskiego, płótna klejonego i podobnych usztywnionych wyrobów tekstylnych, materiałów tekstylnych powlekanych gumą lub substancjami zawierającymi skrobię, produkcję różnych wyrobów tekstylnych: knotów, siatek żarowych do lamp gazowych i rurowych siatek do palników gazowych, produkcję taśmy tekstylnej samoprzylepnej, produkcję tekstylnych sznurowadeł do butów, produkcję puszków do pudru. Podklasa ta nie obejmuje: produkcji filcowych pokryć podłogowych wykonywanych na krosnach igłowych, sklasyfikowanej w 13.93.Z, produkcji waty z materiałów tekstylnych i wyrobów z niej, podpasek higienicznych, tamponów itp., sklasyfikowanej w 17.22.Z.;252;Produkcja pozostałych wyrobów tekstylnych, gdzie indziej niesklasyfikowana
14.11;Produkcja odzieży skórzanej;;255;Produkcja odzieży skórzanej
14.11.Z;Produkcja odzieży skórzanej;14.11.Z Podklasa ta obejmuje: produkcję odzieży skórzanej, włącznie z wyposażeniem roboczym ze skóry, np. skórzane fartuchy dla spawaczy. Podklasa ta nie obejmuje: produkcji odzieży ze skór futerkowych, sklasyfikowanej w 14.20.Z, produkcji skórzanych rękawic sportowych i sportowych nakryć głowy, sklasyfikowanej w 32.30.Z, produkcji odzieży ognioodpornej i ochronnej, sklasyfikowanej w 32.99.Z.;256;Produkcja odzieży skórzanej
14.12;Produkcja odzieży roboczej;;257;Produkcja odzieży roboczej
14.12.Z;Produkcja odzieży roboczej;14.12.Z Podklasa ta obejmuje: produkcję odzieży roboczej. Podklasa ta nie obejmuje: produkcji wyposażenia roboczego ze skóry, sklasyfikowanej w 14.11.Z, produkcji obuwia, sklasyfikowanej w 15.20.Z, produkcji odzieży ognioodpornej i ochronnej, sklasyfikowanej w 32.99.Z, naprawy i przeróbek odzieży, sklasyfikowanych w 95.29.Z.;258;Produkcja odzieży roboczej
14.13;Produkcja pozostałej odzieży wierzchniej;;259;Produkcja pozostałej odzieży wierzchniej
14.13.Z;Produkcja pozostałej odzieży wierzchniej;14.13.Z Podklasa ta obejmuje: produkcję pozostałej odzieży wierzchniej dla mężczyzn, kobiet i dzieci, wykoej z tkanin, dzianin itp., takiej jak: płaszcze, garnitury oraz zestawy odzieżowe, kostiumy, marynarki, żakiety, spodnie, spódnice itp., krawiectwo, szycie ?na miarę?, produkcję części ww. wyrobów. Podklasa ta nie obejmuje: produkcji odzieży ze skór futerkowych (z wyłączeniem nakryć głowy), sklasyfikowanej w 14.20.Z, produkcji odzieży z gumy lub tworzyw sztucznych, zgrzewanej ?na szwach?, sklasyfikowanej w 22.19.Z, 22.29.Z, produkcji odzieży ognioodpornej i ochronnej, sklasyfikowanej w 32.99.Z, naprawy i przeróbek odzieży, sklasyfikowanych w 95.29.Z.;260;Produkcja pozostałej odzieży wierzchniej
14.14;Produkcja bielizny;;261;Produkcja bielizny
14.14.Z;Produkcja bielizny;14.14.Z Podklasa ta obejmuje: produkcję bielizny wykoej z tkanin, dzianin, koronek itp. dla mężczyzn, kobiet i dzieci: podkoszulki, ?t-shirty?, slipy, kalesony, piżamy, koszule nocne, szlafroki, bluzki, majtki, staniki, gorsety itp. Podklasa ta nie obejmuje: naprawy i przeróbek odzieży, sklasyfikowanych w 95.29.Z.;262;Produkcja bielizny
14.19;Produkcja pozostałej odzieży i dodatków do odzieży;;263;Produkcja pozostałej odzieży i dodatków do odzieży
14.19.Z;Produkcja pozostałej odzieży i dodatków do odzieży;14.19.Z Podklasa ta obejmuje: produkcję odzieży niemowlęcej, odzieży treningowej, narciarskiej, do pływania itp., produkcję kapeluszy i czapek, produkcję dodatków odzieżowych: rękawiczek, pasków, szali, krawatów, apaszek, siatek na włosy itp., produkcję nakryć głowy wykoych ze skór futerkowych, produkcję obuwia tekstylnego bez nakładanych spodów, produkcję części ww. wyrobów. Podklasa ta nie obejmuje: produkcji sportowych okryć głowy, sklasyfikowanej w 32.30.Z, produkcji ochronnych okryć głowy, sklasyfikowanej w 32.99.Z, produkcji odzieży ognioodpornej i ochronnej, sklasyfikowanej w 32.99.Z, naprawy i przeróbek odzieży, sklasyfikowanych w 95.29.Z.;264;Produkcja pozostałej odzieży i dodatków do odzieży
14.20;Produkcja wyrobów futrzarskich;;266;Produkcja wyrobów futrzarskich
14.20.Z;Produkcja wyrobów futrzarskich;14.20.Z Podklasa ta obejmuje: produkcję odzieży i dodatków ze skór futerkowych, produkcję dekoracyjnych skór futerkowych do zawieszania na ścianie, mat futrzanych, pasów itp., produkcję różnych wyrobów ze skór futerkowych: dywanów (futrzaków), niewypchanych pufów, wyrobów służących do polerowania itp. Podklasa ta nie obejmuje: produkcji surowych skór futerkowych, sklasyfikowanej w odpowiednich podklasach grupy 01.4 oraz w 01.70.Z, produkcji surowych skór, sklasyfikowanej w 10.11.Z, produkcji tkanin i dzianin o długim włosie przeznaczonych do produkcji imitacji skór futerkowych, sklasyfikowanej w 13.20.A, 13.91.Z, produkcji dodatków do odzieży wykończonych futrem, sklasyfikowanej w 14.19.Z, produkcji kapeluszy ze skór futerkowych, sklasyfikowanej w 14.19.Z, wyprawy i barwienia skór futerkowych, sklasyfikowanych w 15.11.Z, produkcji obuwia, zawierającego części wykoe ze skór futerkowych, sklasyfikowanej w 15.20.Z.;267;Produkcja wyrobów futrzarskich
